#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=8693224493711279104
#*** LG = 1 likelihood = -2179.3968
#marker_number	male_position	female_position	( 0.0 )[	phased data]
149	0.000	0.000	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011001011110111111001001111110000110000110100010010110101010110010111111001100101101 0 0
152	0.000	1.177	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011101011110111111001001111110000110000110100010010110101010110010111111001100101101 0 1
147	0.000	2.353	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011101011110111111000001111110000110000110100010010110101010110010111111001100101101 0 1
155	0.000	2.353	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011101011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
156	0.000	2.353	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011101011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
150	0.000	2.353	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011101011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
151	0.000	2.353	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011101011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
146	0.000	2.353	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011101011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
157	0.000	3.530	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110111111000001111110000110000110100010010110101010110010111111001100101101 0 1
145	0.000	3.530	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
161	0.000	3.530	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
158	0.000	3.530	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
160	0.000	3.530	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
159	0.000	3.530	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
153	0.000	3.530	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
154	0.000	3.530	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110111111000001111110000110000110100010010110101010110010111111001100101101 0 0
144	0.000	5.911	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110110101000001111110000110000110100010010110101010110010111111001100101101 0 2
141	0.000	5.911	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110110101000001111110000110000110100010010110101010110010111111001100101101 0 0
142	0.000	5.911	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110110101000001111110000110000110100010010110101010110010111111001100101101 0 0
143	0.000	5.911	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000011100011110110101000001111110000110000110100010010110101010110010111111001100101101 0 0
138	0.000	8.292	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000001100011110110101000001111110000110000110100010010110101010110010111101001100101101 0 2
139	0.000	8.292	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000001100011110110101000001111110000110000110100010010110101010110010111101001100101101 0 0
140	0.000	8.292	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000001100011110110101000001111110000110000110100010010110101010110010111101001100101101 0 0
136	0.000	13.174	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000001100011110110101000000111110001110000110100010010110111010110010111101001100101001 0 4
137	0.000	13.174	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000001100011110110101000000111110001110000110100010010110111010110010111101001100101001 0 0
135	0.000	13.174	( 0 )	1101101101011111000111101011011100010010100111101110000011010010011010001011110110001000001100011110110101000000111110001110000110100010010110111010110010111101001100101001 0 0
