#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-7539210901700253049
#*** LG = 1 likelihood = -2673.3013
#marker_number	male_position	female_position	( 0.0 )[	phased data]
13	0.000	0.000	( 0 )	1110101101100101101000101101100001011110010100001000110011100000110011000000101010101011000100100110000001001110100011010000010011011100000100111011000101000100000111010001 0 0
14	0.000	0.000	( 0 )	1110101101100101101000101101100001011110010100001000110011100000110011000000101010101011000100100110000001001110100011010000010011011100000100111011000101000100000111010001 0 0
12	4.882	6.181	( 0 )	1110111101100101101000101101100101011110010100011000110011100000110011000000101010101111100100101110000001001110100011010000010011011110001100111011000101000101000111010001 4 5
10	4.882	6.181	( 0 )	1110111101100101101000101101100101011110010100011000110011100000110011000000101010101111100100101110000001001110100011010000010011011110001100111011000101000101000111010001 0 0
5	4.882	6.181	( 0 )	1110111101100101101000101101100101011110010100011000110011100000110011000000101010101111100100101110000001001110100011010000010011011110001100111011000101000101000111010001 0 0
11	4.882	6.181	( 0 )	1110111101100101101000101101100101011110010100011000110011100000110011000000101010101111100100101110000001001110100011010000010011011110001100111011000101000101000111010001 0 0
6	4.882	7.357	( 0 )	1110111101100101101000101101100101011110010100011000110011100000110011000000101010101111100100101110000001001110100011010000010011011110001100111011000101000101000111110001 0 1
9	4.882	7.357	( 0 )	1110111101100101101000101101100101011110010100011000110011100000110011000000101010101111100100101110000001001110100011010000010011011110001100111011000101000101000111110001 0 0
4	4.882	7.357	( 0 )	1110111101100101101000101101100101011110010100011000110011100000110011000000101010101111100100101110000001001110100011010000010011011110001100111011000101000101000111110001 0 0
3	4.882	7.357	( 0 )	1110111101100101101000101101100101011110010100011000110011100000110011000000101010101111100100101110000001001110100011010000010011011110001100111011000101000101000111110001 0 0
7	4.882	7.357	( 0 )	1110111101100101101000101101100101011110010100011000110011100000110011000000101010101111100100101110000001001110100011010000010011011110001100111011000101000101000111110001 0 0
8	4.882	7.357	( 0 )	1110111101100101101000101101100101011110010100011000110011100000110011000000101010101111100100101110000001001110100011010000010011011110001100111011000101000101000111110001 0 0
2	6.058	10.973	( 0 )	1110111101100101101000101101100101011110010100011000110011100100110011000000101010101111100100101110010001001110100111010000010011011110001100111011000101010101000111110001 1 3
1	6.058	12.150	( 0 )	1110111101100101101000101101100101011110010100011000110011100100110011000000101010101111100100101110010001001110100111010000010011011110001100111011000101010101100111110001 0 1
16	7.235	15.766	( 0 )	1110111101100101101000101101100101011110010100011000110011100100010011000000101010101111100100101110010001001110100111010010110011011110001100111011000101010001100111110001 1 3
19	7.235	15.766	( 0 )	1110111101100101101000101101100101011110010100011000110011100100010011000000101010101111100100101110010001001110100111010010110011011110001100111011000101010001100111110001 0 0
18	7.235	15.766	( 0 )	1110111101100101101000101101100101011110010100011000110011100100010011000000101010101111100100101110010001001110100111010010110011011110001100111011000101010001100111110001 0 0
17	7.235	15.766	( 0 )	1110111101100101101000101101100101011110010100011000110011100100010011000000101010101111100100101110010001001110100111010010110011011110001100111011000101010001100111110001 0 0
15	7.235	15.766	( 0 )	1110111101100101101000101101100101011110010100011000110011100100010011000000101010101111100100101110010001001110100111010010110011011110001100111011000101010001100111110001 0 0
20	7.235	16.942	( 0 )	1110111101100101101000101101100101011110010100011000110011100100010011000000101010101111100100101110010001001110100111010110110011011110001100111011000101010001100111110001 0 1
29	8.411	19.324	( 0 )	1110111101000101101000101101100101011110010100011000110011100100010011000000101010101111100100101110010001001110100111010110110010011110001100111011000101010001100111110101 1 2
21	9.588	19.324	( 0 )	1110111101000101101000101101100101011110010100011000110011100100010011000000101011101111100100101110010001001110100111010110110010011110001100111011000101010001100111110101 1 0
38	9.588	19.324	( 0 )	1110111101000101101000101101100101011110010100011000110011100100010011000000101011101111100100101110010001001110100111010110110010011110001100111011000101010001100111110101 0 0
37	9.588	19.324	( 0 )	1110111101000101101000101101100101011110010100011000110011100100010011000000101011101111100100101110010001001110100111010110110010011110001100111011000101010001100111110101 0 0
31	9.588	19.324	( 0 )	1110111101000101101000101101100101011110010100011000110011100100010011000000101011101111100100101110010001001110100111010110110010011110001100111011000101010001100111110101 0 0
36	9.588	19.324	( 0 )	1110111101000101101000101101100101011110010100011000110011100100010011000000101011101111100100101110010001001110100111010110110010011110001100111011000101010001100111110101 0 0
