#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-5534534647503228682
#*** LG = 1 likelihood = -2861.2565
#marker_number	male_position	female_position	( 0.0 )[	phased data]
3	0.000	0.000	( 0 )	0011110101000111111110111110010101011111100010000110110011011011000101111111110000011011111001011010001011011010011101011011111101110001000001001011001010111100101001111010 0 0
4	0.000	0.000	( 0 )	0011110101000111111110111110010101011111100010000110110011011011000101111111110000011011111001011010001011011010011101011011111101110001000001001011001010111100101001111010 0 0
1	0.000	1.177	( 0 )	0011110101000111111110111110010101011111100010000110110011011011000101111111110000011011111001111010001011011010011101011011111101110001000001001011001010111100101001111010 0 1
2	0.000	1.177	( 0 )	0011110101000111111110111110010101011111100010000110110011011011000101111111110000011011111001111010001011011010011101011011111101110001000001001011001010111100101001111010 0 0
5	1.177	1.177	( 0 )	0011100101000111111110111110010101011111100010000110110011011011000101111111110000011011111001111010001011011010011101011011111101110001000001001011001010111100101001111010 1 0
6	1.177	2.353	( 0 )	0011100101000111111110111110010101011111100010000110110011011011000101111111110000011011111011111010001011011010011101011011111101110001000001001011001010111100101001111010 0 1
7	1.177	2.353	( 0 )	0011100101000111111110111110010101011111100010000110110011011011000101111111110000011011111011111010001011011010011101011011111101110001000001001011001010111100101001111010 0 0
9	2.353	3.530	( 0 )	0011100101000111111110111110010101011111100010000110110011011001000101111111110000011011111011111010001011011010011101011011111101110001000001001011011010111100101001111010 1 1
8	2.353	3.530	( 0 )	0011100101000111111110111110010101011111100010000110110011011001000101111111110000011011111011111010001011011010011101011011111101110001000001001011011010111100101001111010 0 0
11	2.353	7.146	( 0 )	0011100101000111111110111110010101011111100010000110110011011001000101111111110000011011111011111010001011011010001101011011111101110011000001001011011010110100101001111010 0 3
10	2.353	7.146	( 0 )	0011100101000111111110111110010101011111100010000110110011011001000101111111110000011011111011111010001011011010001101011011111101110011000001001011011010110100101001111010 0 0
12	2.353	10.762	( 0 )	0011100101000111111110111110010101011111100010000110110011011001000101111111110000011011111011111110001011011010001101011011111101110011010001011011011010110100101001111010 0 3
14	3.530	14.378	( 0 )	0011100101000111111110111110010101011111100010000110110001011001000101111111110000011011111011111110001011011010001101010011111101110010010001011011011010100100101001111010 1 3
13	3.530	14.378	( 0 )	0011100101000111111110111110010101011111100010000110110001011001000101111111110000011011111011111110001011011010001101010011111101110010010001011011011010100100101001111010 0 0
15	3.530	14.378	( 0 )	0011100101000111111110111110010101011111100010000110110001011001000101111111110000011011111011111110001011011010001101010011111101110010010001011011011010100100101001111010 0 0
18	3.530	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001000101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 1
20	3.530	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001000101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
17	3.530	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001000101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
21	3.530	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001000101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
19	3.530	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001000101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
16	3.530	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001000101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
24	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 1 0
25	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
32	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
28	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
26	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
23	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
31	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
22	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
30	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
33	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
29	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
27	4.706	15.554	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011011010001101000011111101110010010001011011011010100100101001111010 0 0
37	4.706	17.936	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011111010001101000011111101110010010001011011011000100100101001111010 0 2
35	4.706	17.936	( 0 )	0011100101000111111110111110010101011111100010000110110001011001100101111111110000011011111011111110001011111010001101000011111101110010010001011011011000100100101001111010 0 0
