#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-4554584606460907717
#*** LG = 1 likelihood = -1740.7543
#marker_number	male_position	female_position	( 0.0 )[	phased data]
118	0.000	0.000	( 0 )	0001101011110010010100111011011001000101111001011110000100111110011011011101111010001000111101011110111111110100011011001000001101111001110110011010001110101101111101001010 0 0
121	0.000	2.381	( 0 )	0001101011110010010100111011011001000101111001011110000100111110011011011101111010001000111101011110111011110100011011001000001101111001110110011110001110101101111101001010 0 2
119	0.000	2.381	( 0 )	0001101011110010010100111011011001000101111001011110000100111110011011011101111010001000111101011110111011110100011011001000001101111001110110011110001110101101111101001010 0 0
120	0.000	2.381	( 0 )	0001101011110010010100111011011001000101111001011110000100111110011011011101111010001000111101011110111011110100011011001000001101111001110110011110001110101101111101001010 0 0
116	0.000	3.558	( 0 )	0001101011110010010100111011011001000101111001011110000100111110011011011101111010001000111101011110111011110100111011001000001101111001110110011110001110101101111101001010 0 1
117	0.000	3.558	( 0 )	0001101011110010010100111011011001000101111001011110000100111110011011011101111010001000111101011110111011110100111011001000001101111001110110011110001110101101111101001010 0 0
122	0.000	3.558	( 0 )	0001101011110010010100111011011001000101111001011110000100111110011011011101111010001000111101011110111011110100111011001000001101111001110110011110001110101101111101001010 0 0
123	0.000	3.558	( 0 )	0001101011110010010100111011011001000101111001011110000100111110011011011101111010001000111101011110111011110100111011001000001101111001110110011110001110101101111101001010 0 0
115	0.000	5.939	( 0 )	0001101011110010010100111011011001000101111001011110000100111110011011011101111010001000111101011110111011110100111011001000001101111001111110011110001110101101111111001010 0 2
114	1.177	8.321	( 0 )	0001101011110010010100111011011001000101111001011110000100111110001011011101111010001000111101011010111011110100111011001000001101111001111110011110001110111101111111001010 1 2
113	1.177	8.321	( 0 )	0001101011110010010100111011011001000101111001011110000100111110001011011101111010001000111101011010111011110100111011001000001101111001111110011110001110111101111111001010 0 0
111	1.177	9.497	( 0 )	0001101011110010010100111011011001000101111001011110000100111110001011011101111010001000111101011010111011110100111011001000001101111001111110011110001111111101111111001010 0 1
112	1.177	9.497	( 0 )	0001101011110010010100111011011001000101111001011110000100111110001011011101111010001000111101011010111011110100111011001000001101111001111110011110001111111101111111001010 0 0
109	2.353	10.674	( 0 )	0001101011110010010100111011011001000101111001011110000100101110001011011101111010001000111101011010111011110100111011001000001101111001111110011110001011111101111111001010 1 1
108	2.353	10.674	( 0 )	0001101011110010010100111011011001000101111001011110000100101110001011011101111010001000111101011010111011110100111011001000001101111001111110011110001011111101111111001010 0 0
107	2.353	10.674	( 0 )	0001101011110010010100111011011001000101111001011110000100101110001011011101111010001000111101011010111011110100111011001000001101111001111110011110001011111101111111001010 0 0
106	2.353	10.674	( 0 )	0001101011110010010100111011011001000101111001011110000100101110001011011101111010001000111101011010111011110100111011001000001101111001111110011110001011111101111111001010 0 0
110	3.530	10.674	( 0 )	0001101011110010010100111011011001000101111001011110000100101110011011011101111010001000111101011010111011110100111011001000001101111001111110011110001011111101111111001010 1 0
105	4.706	13.055	( 0 )	0001111011110010010100111011011001000101111001011110000100101110011011011101111010001000111111011010011011110100111011001000001101111001111110011110001011111101111111001010 1 2
104	4.706	13.055	( 0 )	0001111011110010010100111011011001000101111001011110000100101110011011011101111010001000111111011010011011110100111011001000001101111001111110011110001011111101111111001010 0 0
103	5.883	14.232	( 0 )	0001111011110010010100111011011001000101111001001110000100101110011011011101111010001000111111011010011011110100111011001000001101111001111110111110001011111101111111001010 1 1
97	5.883	19.114	( 0 )	0001111011110010010100111011011001000101111001001110000100101110011011011101111010001000111111011010001011110100111011001000001101111001011010111110000011111101111111001010 0 4
99	5.883	19.114	( 0 )	0001111011110010010100111011011001000101111001001110000100101110011011011101111010001000111111011010001011110100111011001000001101111001011010111110000011111101111111001010 0 0
98	5.883	19.114	( 0 )	0001111011110010010100111011011001000101111001001110000100101110011011011101111010001000111111011010001011110100111011001000001101111001011010111110000011111101111111001010 0 0
100	5.883	19.114	( 0 )	0001111011110010010100111011011001000101111001001110000100101110011011011101111010001000111111011010001011110100111011001000001101111001011010111110000011111101111111001010 0 0
102	8.264	19.114	( 0 )	0001111011110011010100111011011001000101111001001110000100101110111011011101111010001000111111011010001011110100111011001000001101111001011010111110000011111101111111001010 2 0
101	8.264	20.290	( 0 )	0001111011110011010100111011011001000101111001001110000100101110111011011101111010001000111111011010001011110100111011001000001101111001011010111100000011111101111111001010 0 1
96	8.264	20.290	( 0 )	0001111011110011010100111011011001000101111001001110000100101110111011011101111010001000111111011010001011110100111011001000001101111001011010111100000011111101111111001010 0 0
94	9.441	21.467	( 0 )	0001111011110011010100111011011001000101111001001110000110101110111011011101111010001000111111011010001011110100111011001000001101111001011010111100000011111101111111101010 1 1
95	9.441	21.467	( 0 )	0001111011110011010100111011011001000101111001001110000110101110111011011101111010001000111111011010001011110100111011001000001101111001011010111100000011111101111111101010 0 0
93	9.441	21.467	( 0 )	0001111011110011010100111011011001000101111001001110000110101110111011011101111010001000111111011010001011110100111011001000001101111001011010111100000011111101111111101010 0 0
89	9.441	23.848	( 0 )	0001111011110011010100111011011001000101111001001110000110101110111011011101111010001000111111011010000001110100111011001000001101111001011010111100000011111101111111101010 0 2
92	9.441	23.848	( 0 )	0001111011110011010100111011011001000101111001001110000110101110111011011101111010001000111111011010000001110100111011001000001101111001011010111100000011111101111111101010 0 0
87	9.441	25.025	( 0 )	0001111011110011010100111011011001000101111001001110000110101110111011011101111010001000111011011010000001110100111011001000001101111001011010111100000011111101111111101010 0 1
91	9.441	25.025	( 0 )	0001111011110011010100111011011001000101111001001110000110101110111011011101111010001000111011011010000001110100111011001000001101111001011010111100000011111101111111101010 0 0
90	9.441	25.025	( 0 )	0001111011110011010100111011011001000101111001001110000110101110111011011101111010001000111011011010000001110100111011001000001101111001011010111100000011111101111111101010 0 0
88	9.441	25.025	( 0 )	0001111011110011010100111011011001000101111001001110000110101110111011011101111010001000111011011010000001110100111011001000001101111001011010111100000011111101111111101010 0 0
