#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-7215184053069594299
#*** LG = 1 likelihood = -3595.7276
#marker_number	male_position	female_position	( 0.0 )[	phased data]
265	0.000	0.000	( 0 )	1110111011101000111111011110011100100100000100101001111100010001110001100111110111011011010111111000111111001111001101011001001101001100110000010100011000101111010101000011 0 0
262	0.000	2.381	( 0 )	1110111011101000111111011110011100100100000100101001111100010001110001100111110111011011010111111000111111001111001101011001001101001100110010010100011000101111010100000011 0 2
263	0.000	2.381	( 0 )	1110111011101000111111011110011100100100000100101001111100010001110001100111110111011011010111111000111111001111001101011001001101001100110010010100011000101111010100000011 0 0
264	0.000	2.381	( 0 )	1110111011101000111111011110011100100100000100101001111100010001110001100111110111011011010111111000111111001111001101011001001101001100110010010100011000101111010100000011 0 0
261	0.000	5.997	( 0 )	1110111011101000111111011110011100100100000100101001111100010001110001100111110111011011010111111000111111001111001101011001001101001111110010000100011000101111010100000011 0 3
257	0.000	10.879	( 0 )	1110111011101000111111011110011100100100000100101001111100010001110001100111110111011011010111111000110101001011001101011001001101001111110010001100011000101111010100000011 0 4
260	0.000	10.879	( 0 )	1110111011101000111111011110011100100100000100101001111100010001110001100111110111011011010111111000110101001011001101011001001101001111110010001100011000101111010100000011 0 0
258	0.000	10.879	( 0 )	1110111011101000111111011110011100100100000100101001111100010001110001100111110111011011010111111000110101001011001101011001001101001111110010001100011000101111010100000011 0 0
259	0.000	10.879	( 0 )	1110111011101000111111011110011100100100000100101001111100010001110001100111110111011011010111111000110101001011001101011001001101001111110010001100011000101111010100000011 0 0
256	2.381	10.879	( 0 )	1110111011101000010111011110011100100100000100101001111100010001110001100111110111011011010111111000110101001011001101011001001101001111110010001100011000101111010100000011 2 0
255	3.558	10.879	( 0 )	1110111011101000010111011110011100100100000100101001111100010001110001100111110110011011010111111000110101001011001101011001001101001111110010001100011000101111010100000011 1 0
243	3.558	12.056	( 0 )	1110111011101000010111011110011100100100000100101001111100010001110001100111110110011011010111111000110101001011001101011001001101001111110010001100011000101111010100100011 0 1
244	4.734	12.056	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010111111000110101001011001101011001001101001111110010001100011000101111010100100011 1 0
245	4.734	12.056	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010111111000110101001011001101011001001101001111110010001100011000101111010100100011 0 0
251	4.734	12.056	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010111111000110101001011001101011001001101001111110010001100011000101111010100100011 0 0
246	4.734	12.056	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010111111000110101001011001101011001001101001111110010001100011000101111010100100011 0 0
250	4.734	12.056	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010111111000110101001011001101011001001101001111110010001100011000101111010100100011 0 0
252	4.734	12.056	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010111111000110101001011001101011001001101001111110010001100011000101111010100100011 0 0
247	4.734	13.232	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010111111000010101001011001101011001001101001111110010001100011000101111010100100011 0 1
249	4.734	13.232	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010111111000010101001011001101011001001101001111110010001100011000101111010100100011 0 0
248	4.734	13.232	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010111111000010101001011001101011001001101001111110010001100011000101111010100100011 0 0
253	4.734	14.409	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010011111000010101001011001101011001001101001111110010001100011000101111010100100011 0 1
254	4.734	14.409	( 0 )	1110111011101010010111011110011100100100000100101001111100010001110001100111110110011011010011111000010101001011001101011001001101001111110010001100011000101111010100100011 0 0
242	5.911	14.409	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011001101011001001101001111110010001100011000101111010100100011 1 0
240	5.911	15.585	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011001101001001001101001111110010001100011000101111010100100011 0 1
239	5.911	15.585	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011001101001001001101001111110010001100011000101111010100100011 0 0
241	5.911	15.585	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011001101001001001101001111110010001100011000101111010100100011 0 0
237	5.911	16.762	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101101001001001101001111110010001100011000101111010100100011 0 1
236	5.911	16.762	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101101001001001101001111110010001100011000101111010100100011 0 0
238	5.911	16.762	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101101001001001101001111110010001100011000101111010100100011 0 0
233	5.911	19.143	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001001001101001111110010001100011000101111110100100011 0 2
232	5.911	19.143	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001001001101001111110010001100011000101111110100100011 0 0
234	5.911	19.143	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001001001101001111110010001100011000101111110100100011 0 0
235	5.911	19.143	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001001001101001111110010001100011000101111110100100011 0 0
231	5.911	20.320	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001001001101001111110010001100011000101111100100100011 0 1
223	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 2
224	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 0
229	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 0
228	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 0
227	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 0
221	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 0
226	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 0
225	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 0
222	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 0
220	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 0
230	5.911	22.701	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010101001011101001001011101101001111110010001100011000101111100100100011 0 0
213	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 2
215	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
217	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
211	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
218	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
212	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
209	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
210	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
208	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
214	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
207	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
219	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
216	5.911	25.083	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111000010001001011101001001011101101001111110010001100011000001111100100100011 0 0
201	5.911	26.259	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 0 1
203	5.911	26.259	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 0 0
202	5.911	26.259	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 0 0
205	5.911	26.259	( 0 )	1110111011101010010111011110011100100100000100101001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 0 0
194	7.088	26.259	( 0 )	1110111011101010010111011110011100100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 1 0
198	7.088	26.259	( 0 )	1110111011101010010111011110011100100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 0 0
189	7.088	26.259	( 0 )	1110111011101010010111011110011100100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 0 0
199	7.088	26.259	( 0 )	1110111011101010010111011110011100100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 0 0
190	7.088	26.259	( 0 )	1110111011101010010111011110011100100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 0 0
183	7.088	26.259	( 0 )	1110111011101010010111011110011100100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 0 0
186	7.088	26.259	( 0 )	1110111011101010010111011110011100100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001100011000001111100100100011 0 0
206	7.088	27.436	( 0 )	1110111011101010010111011110011100100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 1
204	7.088	27.436	( 0 )	1110111011101010010111011110011100100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
187	7.088	27.436	( 0 )	1110111011101010010111011110011100100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
193	8.264	27.436	( 0 )	1110111011101010010111011110011101100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 1 0
191	8.264	27.436	( 0 )	1110111011101010010111011110011101100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
185	8.264	27.436	( 0 )	1110111011101010010111011110011101100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
184	8.264	27.436	( 0 )	1110111011101010010111011110011101100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
192	8.264	27.436	( 0 )	1110111011101010010111011110011101100100000100100001111100010101110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
195	10.645	27.436	( 0 )	1110111011101010010111011110011100100100000100100001111100010001110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 2 0
181	10.645	27.436	( 0 )	1110111011101010010111011110011100100100000100100001111100010001110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
196	10.645	27.436	( 0 )	1110111011101010010111011110011100100100000100100001111100010001110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
200	10.645	27.436	( 0 )	1110111011101010010111011110011100100100000100100001111100010001110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
188	10.645	27.436	( 0 )	1110111011101010010111011110011100100100000100100001111100010001110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
182	10.645	27.436	( 0 )	1110111011101010010111011110011100100100000100100001111100010001110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
197	10.645	27.436	( 0 )	1110111011101010010111011110011100100100000100100001111100010001110001100111110110011011010011111001010001001011101001001011101101001111110010001101011000001111100100100011 0 0
176	11.822	29.817	( 0 )	1010111011101010010111011110011100100100000100100001111100010001110001100111110110011001010011111001010001001011101001001011101101101111110010001101011000001111100100100011 1 2
175	11.822	29.817	( 0 )	1010111011101010010111011110011100100100000100100001111100010001110001100111110110011001010011111001010001001011101001001011101101101111110010001101011000001111100100100011 0 0
177	11.822	29.817	( 0 )	1010111011101010010111011110011100100100000100100001111100010001110001100111110110011001010011111001010001001011101001001011101101101111110010001101011000001111100100100011 0 0
178	11.822	29.817	( 0 )	1010111011101010010111011110011100100100000100100001111100010001110001100111110110011001010011111001010001001011101001001011101101101111110010001101011000001111100100100011 0 0
180	11.822	30.994	( 0 )	1010111011101010010111011110011100100100000100100001111100010001110001100111110110011001010011111001010001001001101001001011101101101111110010001101011000001111100100100011 0 1
170	11.822	30.994	( 0 )	1010111011101010010111011110011100100100000100100001111100010001110001100111110110011001010011111001010001001001101001001011101101101111110010001101011000001111100100100011 0 0
171	11.822	30.994	( 0 )	1010111011101010010111011110011100100100000100100001111100010001110001100111110110011001010011111001010001001001101001001011101101101111110010001101011000001111100100100011 0 0
179	11.822	32.170	( 0 )	1010111011101010010111011110011100100100000100100001111100010001110001100111110110011001010111111001010001001001101001001011101101101111110010001101011000001111100100100011 0 1
173	11.822	32.170	( 0 )	1010111011101010010111011110011100100100000100100001111100010001110001100111110110011001010111111001010001001001101001001011101101101111110010001101011000001111100100100011 0 0
174	11.822	32.170	( 0 )	1010111011101010010111011110011100100100000100100001111100010001110001100111110110011001010111111001010001001001101001001011101101101111110010001101011000001111100100100011 0 0
169	12.998	32.170	( 0 )	1010111011101010010111011110011100100100000110100001111100010001110001100111110110011001010111111001010001001001101001001011101101101111110010001101011000001111100100100011 1 0
168	12.998	32.170	( 0 )	1010111011101010010111011110011100100100000110100001111100010001110001100111110110011001010111111001010001001001101001001011101101101111110010001101011000001111100100100011 0 0
