#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-5026580400367324948
#*** LG = 1 likelihood = -3496.6897
#marker_number	male_position	female_position	( 0.0 )[	phased data]
223	0.000	0.000	( 0 )	0100010100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000111111000100001011100110110011100 0 0
230	0.000	1.177	( 0 )	0100010100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 1
229	0.000	1.177	( 0 )	0100010100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 0
222	0.000	1.177	( 0 )	0100010100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 0
231	0.000	1.177	( 0 )	0100010100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 0
227	0.000	1.177	( 0 )	0100010100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 0
228	0.000	1.177	( 0 )	0100010100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 0
225	1.177	1.177	( 0 )	0101010100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 1 0
232	2.353	1.177	( 0 )	0101000100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 1 0
234	2.353	1.177	( 0 )	0101000100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 0
233	2.353	1.177	( 0 )	0101000100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 0
224	2.353	1.177	( 0 )	0101000100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 0
235	2.353	1.177	( 0 )	0101000100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 0
226	2.353	1.177	( 0 )	0101000100110111101111011000001001011111100101011100100111011101000100110111110100001110000010011001111110000110001110001110100000111101000110111000100001011100110110011100 0 0
