#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=7738145075853236078
#*** LG = 1 likelihood = -3484.079
#marker_number	male_position	female_position	( 0.0 )[	phased data]
213	0.000	0.000	( 0 )	0101111101011100101100110111010010111110101100110000010100101010110001101011110111100010111100011010011010110011101000111101000100110011101000011000101000000101001010000111 0 0
214	0.000	1.177	( 0 )	0101111101011100101100110111010010111110101100110000010100101010110001101011110111100010111100011010011010110011101000111101000100110011101000011000100000000101001010000111 0 1
212	1.177	1.177	( 0 )	0101111101011100101100110110010010111110101100110000010100101010110001101011110111100010111100011010011010110011101000111101000100110011101000011000100000000101001010000111 1 0
210	2.353	2.353	( 0 )	0101111101011100101100110110010010111110101100110000010100100010110001101011110111100010111100011010011010110011101000111101000100110011101000011001100000000101001010000111 1 1
211	2.353	2.353	( 0 )	0101111101011100101100110110010010111110101100110000010100100010110001101011110111100010111100011010011010110011101000111101000100110011101000011001100000000101001010000111 0 0
209	2.353	2.353	( 0 )	0101111101011100101100110110010010111110101100110000010100100010110001101011110111100010111100011010011010110011101000111101000100110011101000011001100000000101001010000111 0 0
208	4.734	5.969	( 0 )	0101111101011100101100100110010010111110101000110000010100100010110001101011110111100010111100011010111010110011101000111100000100110011101000010001100000000101001010000111 2 3
205	5.911	7.146	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101011110111100010111100011010111010110011101000111100000100110011101000010001100000000101011010000111 1 1
206	5.911	7.146	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101011110111100010111100011010111010110011101000111100000100110011101000010001100000000101011010000111 0 0
207	5.911	7.146	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101011110111100010111100011010111010110011101000111100000100110011101000010001100000000101011010000111 0 0
203	7.088	8.322	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101010110111100010111100011010111010110011101000111100000100110011101000010011100000000101011010000111 1 1
204	7.088	8.322	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101010110111100010111100011010111010110011101000111100000100110011101000010011100000000101011010000111 0 0
201	8.264	9.499	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101010110111110010111100011010111010110011101000111100000100110011101000010011100000000101011110000111 1 1
200	8.264	9.499	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101010110111110010111100011010111010110011101000111100000100110011101000010011100000000101011110000111 0 0
197	8.264	9.499	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101010110111110010111100011010111010110011101000111100000100110011101000010011100000000101011110000111 0 0
199	8.264	9.499	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101010110111110010111100011010111010110011101000111100000100110011101000010011100000000101011110000111 0 0
198	8.264	9.499	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101010110111110010111100011010111010110011101000111100000100110011101000010011100000000101011110000111 0 0
202	8.264	9.499	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001101010110111110010111100011010111010110011101000111100000100110011101000010011100000000101011110000111 0 0
196	9.441	13.115	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001100010110111110010111100011010111110110011101000110100000100110011101000010011100000000101011110000011 1 3
194	9.441	13.115	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001100010110111110010111100011010111110110011101000110100000100110011101000010011100000000101011110000011 0 0
195	9.441	13.115	( 0 )	0101111101011100101100100110010010111110101000110000010100100010010001100010110111110010111100011010111110110011101000110100000100110011101000010011100000000101011110000011 0 0
193	10.617	13.115	( 0 )	0101111101011100101100100110010010111110101000110000010000100010010001100010110111110010111100011010111110110011101000110100000100110011101000010011100000000101011110000011 1 0
192	10.617	13.115	( 0 )	0101111101011100101100100110010010111110101000110000010000100010010001100010110111110010111100011010111110110011101000110100000100110011101000010011100000000101011110000011 0 0
191	10.617	13.115	( 0 )	0101111101011100101100100110010010111110101000110000010000100010010001100010110111110010111100011010111110110011101000110100000100110011101000010011100000000101011110000011 0 0
190	10.617	14.291	( 0 )	0101111101011100101100100110010010111110101000110000010000100010010001100010110111110010111100011010111111110011101000110100000100110011101000010011100000000101011110000011 0 1
189	10.617	14.291	( 0 )	0101111101011100101100100110010010111110101000110000010000100010010001100010110111110010111100011010111111110011101000110100000100110011101000010011100000000101011110000011 0 0
188	10.617	15.468	( 0 )	0101111101011100101100100110010010111110101000110000010000100010010001100010110111110010111100011010111111110011101000110100000100110011101000010011000000000101011110000011 0 1
187	10.617	15.468	( 0 )	0101111101011100101100100110010010111110101000110000010000100010010001100010110111110010111100011010111111110011101000110100000100110011101000010011000000000101011110000011 0 0
