#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-4504733119327189063
#*** LG = 1 likelihood = -2226.4659
#marker_number	male_position	female_position	( 0.0 )[	phased data]
183	0.000	0.000	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010000011111100001001111110011101010110001111100101100100001011010100011111011100010010101010011111001111000 0 0
185	0.000	0.000	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010000011111100001001111110011101010110001111100101100100001011010100011111011100010010101010011111001111000 0 0
182	0.000	0.000	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010000011111100001001111110011101010110001111100101100100001011010100011111011100010010101010011111001111000 0 0
181	0.000	0.000	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010000011111100001001111110011101010110001111100101100100001011010100011111011100010010101010011111001111000 0 0
184	0.000	0.000	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010000011111100001001111110011101010110001111100101100100001011010100011111011100010010101010011111001111000 0 0
189	2.381	4.882	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001001111110011101010110001111100101100100000010010100010111011100010010101010011111001111100 2 4
180	2.381	4.882	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001001111110011101010110001111100101100100000010010100010111011100010010101010011111001111100 0 0
190	2.381	4.882	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001001111110011101010110001111100101100100000010010100010111011100010010101010011111001111100 0 0
179	2.381	4.882	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001001111110011101010110001111100101100100000010010100010111011100010010101010011111001111100 0 0
186	2.381	6.058	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001001111110111101010110001111100101100100000010010100010111011100010010101010011111001111100 0 1
188	2.381	6.058	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001001111110111101010110001111100101100100000010010100010111011100010010101010011111001111100 0 0
191	2.381	6.058	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001001111110111101010110001111100101100100000010010100010111011100010010101010011111001111100 0 0
187	2.381	6.058	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001001111110111101010110001111100101100100000010010100010111011100010010101010011111001111100 0 0
175	3.558	6.058	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111100101100100000010010100010111011100010010101010011111001111100 1 0
176	3.558	6.058	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111100101100100000010010100010111011100010010101010011111001111100 0 0
177	3.558	6.058	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111100101100100000010010100010111011100010010101010011111001111100 0 0
178	3.558	7.235	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111100101100100000010010100010111011100010110101010011111001111100 0 1
172	3.558	9.616	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111100101100100000010010100010111111100010110101010011111000111100 0 2
171	3.558	9.616	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111100101100100000010010100010111111100010110101010011111000111100 0 0
173	3.558	9.616	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111100101100100000010010100010111111100010110101010011111000111100 0 0
169	3.558	9.616	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111100101100100000010010100010111111100010110101010011111000111100 0 0
174	3.558	9.616	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111100101100100000010010100010111111100010110101010011111000111100 0 0
170	3.558	9.616	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111100101100100000010010100010111111100010110101010011111000111100 0 0
168	3.558	10.793	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111110111101010110001111101101100100000010010100010111111100010110101010011111000111100 0 1
166	3.558	11.969	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111010111101010110001111101101100100000010010100010111111100010110101010011111000111100 0 1
167	3.558	13.146	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111010111101110110001111101101100100000010010100010111111100010110101010011111000111100 0 1
164	3.558	14.322	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010110101010011111000111100 0 1
165	3.558	14.322	( 0 )	1101010111000111111011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010110101010011111000111100 0 0
151	4.734	14.322	( 0 )	1101010111000111011011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010110101010011111000111100 1 0
152	4.734	14.322	( 0 )	1101010111000111011011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010110101010011111000111100 0 0
159	7.116	14.322	( 0 )	1101010011000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010110101010011111000111100 2 0
161	7.116	14.322	( 0 )	1101010011000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010110101010011111000111100 0 0
163	7.116	14.322	( 0 )	1101010011000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010110101010011111000111100 0 0
158	7.116	14.322	( 0 )	1101010011000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010110101010011111000111100 0 0
162	7.116	14.322	( 0 )	1101010011000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010110101010011111000111100 0 0
156	7.116	15.499	( 0 )	1101010011000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010111101010011111000111100 0 1
157	7.116	15.499	( 0 )	1101010011000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010111101010011111000111100 0 0
155	7.116	15.499	( 0 )	1101010011000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010111101010011111000111100 0 0
153	8.292	15.499	( 0 )	1101010111000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010111101010011111000111100 1 0
154	8.292	15.499	( 0 )	1101010111000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010111101010011111000111100 0 0
160	8.292	15.499	( 0 )	1101010111000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010111101010011111000111100 0 0
150	8.292	15.499	( 0 )	1101010111000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111101101100100000010010100010111111100010111101010011111000111100 0 0
148	8.292	17.880	( 0 )	1101010111000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111001101100100000010010100010011111100010111101010011111000111100 0 2
149	8.292	17.880	( 0 )	1101010111000111010011000100000001000100010110100110111011111111010010001111100001000111010111101100110001111001101100100000010010100010011111100010111101010011111000111100 0 0
145	9.469	17.880	( 0 )	1101010111000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101100100000010010100010011111100010111101010011111000111100 1 0
147	9.469	17.880	( 0 )	1101010111000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101100100000010010100010011111100010111101010011111000111100 0 0
146	9.469	17.880	( 0 )	1101010111000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101100100000010010100010011111100010111101010011111000111100 0 0
135	9.469	19.057	( 0 )	1101010111000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 1
139	9.469	19.057	( 0 )	1101010111000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
138	9.469	19.057	( 0 )	1101010111000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
131	9.469	19.057	( 0 )	1101010111000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
144	9.469	19.057	( 0 )	1101010111000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
142	9.469	19.057	( 0 )	1101010111000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
143	10.645	19.057	( 0 )	1101010011000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 1 0
134	10.645	19.057	( 0 )	1101010011000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
132	10.645	19.057	( 0 )	1101010011000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
133	10.645	19.057	( 0 )	1101010011000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
130	10.645	19.057	( 0 )	1101010011000111010011000100000001000100010110100110111011011111010010001111100001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
140	11.822	19.057	( 0 )	1101010011000111010011000100000001000100010110100110111011011111010010001111110001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 1 0
136	11.822	19.057	( 0 )	1101010011000111010011000100000001000100010110100110111011011111010010001111110001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
137	11.822	19.057	( 0 )	1101010011000111010011000100000001000100010110100110111011011111010010001111110001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 0 0
141	12.998	19.057	( 0 )	1101010011000111010011000100000001000100010110100110111011001111010010001111110001000111010111101100110001111001101101100000010010100010011111100010111101010011111000111100 1 0
129	14.175	21.438	( 0 )	1101010011000111010011000100000001000100010010100110111011001111010010001111110001000111010111101100110001111001101101100000000000100010011111100010111101010011111000111100 1 2
115	14.175	21.438	( 0 )	1101010011000111010011000100000001000100010010100110111011001111010010001111110001000111010111101100110001111001101101100000000000100010011111100010111101010011111000111100 0 0
116	14.175	21.438	( 0 )	1101010011000111010011000100000001000100010010100110111011001111010010001111110001000111010111101100110001111001101101100000000000100010011111100010111101010011111000111100 0 0
122	16.556	22.615	( 0 )	1101010011000111010011000100000001000100010010100110111011001101010010001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 2 1
120	16.556	22.615	( 0 )	1101010011000111010011000100000001000100010010100110111011001101010010001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 0 0
119	16.556	22.615	( 0 )	1101010011000111010011000100000001000100010010100110111011001101010010001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 0 0
121	16.556	22.615	( 0 )	1101010011000111010011000100000001000100010010100110111011001101010010001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 0 0
118	16.556	22.615	( 0 )	1101010011000111010011000100000001000100010010100110111011001101010010001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 0 0
123	17.733	22.615	( 0 )	1101010111000111010011000100000001000100010010100110111011001101010010001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 1 0
117	18.909	22.615	( 0 )	1101010111000111010011000100000001000100010010100110111011001111010010001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 1 0
126	20.086	22.615	( 0 )	1101010111000111010011000100000001000100010010100110111011001111010000001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 1 0
128	20.086	22.615	( 0 )	1101010111000111010011000100000001000100010010100110111011001111010000001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 0 0
127	20.086	22.615	( 0 )	1101010111000111010011000100000001000100010010100110111011001111010000001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 0 0
124	20.086	22.615	( 0 )	1101010111000111010011000100000001000100010010100110111011001111010000001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 0 0
125	20.086	22.615	( 0 )	1101010111000111010011000100000001000100010010100110111011001111010000001111100001000111010110101100110001111001101101100000000000100010011111100010111101010011111000111100 0 0
110	20.086	24.996	( 0 )	1101010111000111010011000100000001000100010010100110111011001111010000001111100001000111010110101100110001111001101101100000000000100010011111100010111101000011111000111110 0 2
108	20.086	24.996	( 0 )	1101010111000111010011000100000001000100010010100110111011001111010000001111100001000111010110101100110001111001101101100000000000100010011111100010111101000011111000111110 0 0
111	20.086	24.996	( 0 )	1101010111000111010011000100000001000100010010100110111011001111010000001111100001000111010110101100110001111001101101100000000000100010011111100010111101000011111000111110 0 0
113	20.086	26.173	( 0 )	1101010111000111010011000100000001000100010010100110111011001111010000001111100001000111010110101100110001111001101101100000000000100010011111100010111101100011111000111110 0 1
