#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=4732490592133762625
#*** LG = 1 likelihood = -1509.3445
#marker_number	male_position	female_position	( 0.0 )[	phased data]
80	0.000	0.000	( 0 )	0011100001001011111011000100000001110001110100101000000100010010011000001010011100011000101011110000011111111011100011001010110111010011010101101001100110011000110111100110 0 0
79	0.000	1.177	( 0 )	0011100001001011111011000100000001110001110100101000000100010010011000001010011100011000101011110000011111111011100001001010110111010011010101101001100110011000110111100110 0 1
76	0.000	3.558	( 0 )	0011100001001011111011000100000001110001110100101000000100010010011000001010011100011000101011110000011111001011100001001010110111010011010101101001100110011000110111100110 0 2
77	0.000	3.558	( 0 )	0011100001001011111011000100000001110001110100101000000100010010011000001010011100011000101011110000011111001011100001001010110111010011010101101001100110011000110111100110 0 0
78	1.177	3.558	( 0 )	0011110001001011111011000100000001110001110100101000000100010010011000001010011100011000101011110000011111001011100001001010110111010011010101101001100110011000110111100110 1 0
74	1.177	3.558	( 0 )	0011110001001011111011000100000001110001110100101000000100010010011000001010011100011000101011110000011111001011100001001010110111010011010101101001100110011000110111100110 0 0
75	1.177	3.558	( 0 )	0011110001001011111011000100000001110001110100101000000100010010011000001010011100011000101011110000011111001011100001001010110111010011010101101001100110011000110111100110 0 0
73	10.061	30.674	( 0 )	0011110001001011111011100100001001110001110101111000000100010010011000000110011100001000101011000000001111001010100001000111110101010111011101100000110110011101110111110011 7 18
72	10.061	30.674	( 0 )	0011110001001011111011100100001001110001110101111000000100010010011000000110011100001000101011000000001111001010100001000111110101010111011101100000110110011101110111110011 0 0
70	11.237	38.188	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011000100001111001010100001000111110101010111011100100000111110011111110111110011 1 6
71	11.237	38.188	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011000100001111001010100001000111110101010111011100100000111110011111110111110011 0 0
68	11.237	38.188	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011000100001111001010100001000111110101010111011100100000111110011111110111110011 0 0
69	11.237	38.188	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011000100001111001010100001000111110101010111011100100000111110011111110111110011 0 0
67	11.237	38.188	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011000100001111001010100001000111110101010111011100100000111110011111110111110011 0 0
63	11.237	39.365	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011000100001111001010100001000111110101010111011100100000111110111111110111110011 0 1
66	11.237	39.365	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011000100001111001010100001000111110101010111011100100000111110111111110111110011 0 0
64	11.237	39.365	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011000100001111001010100001000111110101010111011100100000111110111111110111110011 0 0
65	11.237	39.365	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011000100001111001010100001000111110101010111011100100000111110111111110111110011 0 0
62	11.237	39.365	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011000100001111001010100001000111110101010111011100100000111110111111110111110011 0 0
58	11.237	41.746	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011001011001100001111001010100001000111110101010111011100100000111110111111110111110011 0 2
59	11.237	41.746	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011001011001100001111001010100001000111110101010111011100100000111110111111110111110011 0 0
60	11.237	41.746	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011001011001100001111001010100001000111110101010111011100100000111110111111110111110011 0 0
61	11.237	41.746	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011001011001100001111001010100001000111110101010111011100100000111110111111110111110011 0 0
57	11.237	42.923	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011001100001111001010100001000111110101010111011100100000111110111111110111110011 0 1
54	11.237	42.923	( 0 )	0011110001001011111011100100001001110001110101111000000100010011011000000110011100001011101011001100001111001010100001000111110101010111011100100000111110111111110111110011 0 0
