#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-634017200837635966
#*** LG = 1 likelihood = -2131.4441
#marker_number	male_position	female_position	( 0.0 )[	phased data]
5	0.000	0.000	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011000001111101011011010000000010010010111101000011010111100001110111110100 0 0
4	0.000	2.381	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011000001111101011011010000000010010010111101000011010011100000110111110100 0 2
2	0.000	2.381	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011000001111101011011010000000010010010111101000011010011100000110111110100 0 0
3	0.000	2.381	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011000001111101011011010000000010010010111101000011010011100000110111110100 0 0
7	0.000	3.558	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011000001111101011011010000000010010010111101000011010011100000110101110100 0 1
9	0.000	3.558	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011000001111101011011010000000010010010111101000011010011100000110101110100 0 0
8	0.000	3.558	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011000001111101011011010000000010010010111101000011010011100000110101110100 0 0
1	0.000	3.558	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011000001111101011011010000000010010010111101000011010011100000110101110100 0 0
6	0.000	3.558	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011000001111101011011010000000010010010111101000011010011100000110101110100 0 0
10	0.000	7.174	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011000001111101011011000001000010010010111111000011010011100000110101110100 0 3
22	0.000	9.555	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011100001111101011011000001000010010010111111000011010011100100110101110100 0 2
13	0.000	10.732	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011100001111101011011000001000010010010111111000011010011100100100101110100 0 1
11	0.000	10.732	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011100001111101011011000001000010010010111111000011010011100100100101110100 0 0
14	0.000	10.732	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011100001111101011011000001000010010010111111000011010011100100100101110100 0 0
17	0.000	10.732	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011100001111101011011000001000010010010111111000011010011100100100101110100 0 0
12	0.000	10.732	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001101010011100001111101011011000001000010010010111111000011010011100100100101110100 0 0
15	0.000	11.908	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100001111101011011000001000010010010111111000011010011100100100101110100 0 1
16	0.000	11.908	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100001111101011011000001000010010010111111000011010011100100100101110100 0 0
20	0.000	13.085	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111000011010011100100100101110100 0 1
18	0.000	13.085	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111000011010011100100100101110100 0 0
19	0.000	13.085	( 0 )	1111101000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111000011010011100100100101110100 0 0
47	1.177	14.261	( 0 )	1011101000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 1 1
49	1.177	14.261	( 0 )	1011101000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
48	1.177	14.261	( 0 )	1011101000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
29	2.353	14.261	( 0 )	1011100000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 1 0
30	2.353	14.261	( 0 )	1011100000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
28	3.530	14.261	( 0 )	1111100000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 1 0
34	3.530	14.261	( 0 )	1111100000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
32	3.530	14.261	( 0 )	1111100000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
33	3.530	14.261	( 0 )	1111100000110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
27	4.706	14.261	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 1 0
35	4.706	14.261	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
25	4.706	14.261	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
24	4.706	14.261	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
26	4.706	14.261	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
36	4.706	14.261	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
37	4.706	15.438	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001100010010010111111010011010011100100100101110100 0 1
40	4.706	15.438	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001100010010010111111010011010011100100100101110100 0 0
39	4.706	15.438	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001100010010010111111010011010011100100100101110100 0 0
38	4.706	15.438	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001100010010010111111010011010011100100100101110100 0 0
23	4.706	16.615	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 1
31	4.706	16.615	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000010010010111111010011010011100100100101110100 0 0
42	4.706	17.791	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000011010010111111010011010011100100100101110100 0 1
41	4.706	17.791	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001100010011100101111101011011000001000011010010111111010011010011100100100101110100 0 0
46	4.706	18.968	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010010111111010011010011100100100101110100 0 1
44	4.706	18.968	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010010111111010011010011100100100101110100 0 0
45	4.706	18.968	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010010111111010011010011100100100101110100 0 0
51	4.706	18.968	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010010111111010011010011100100100101110100 0 0
50	4.706	18.968	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010010111111010011010011100100100101110100 0 0
43	4.706	18.968	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010010111111010011010011100100100101110100 0 0
54	4.706	20.144	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010011111111010011010011100100100101110100 0 1
53	4.706	20.144	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010011111111010011010011100100100101110100 0 0
52	4.706	20.144	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010011111111010011010011100100100101110100 0 0
21	4.706	21.321	( 0 )	1111100100110111010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010011111111110011010011100100100101110100 0 1
55	5.883	23.702	( 0 )	1111100100110110010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000011010011111111110010010011100110100101110100 1 2
66	7.059	24.879	( 0 )	1111100100110100010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000001010011111111110010010011100110100101110100 1 1
63	7.059	24.879	( 0 )	1111100100110100010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011011000001000001010011111111110010010011100110100101110100 0 0
64	7.059	26.055	( 0 )	1111100100110100010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011001000001000001010011111111110010010011100110100101110100 0 1
62	7.059	26.055	( 0 )	1111100100110100010011111000011000000100010111001100101110011111010010000100001011111011001110010011100101111101011001000001000001010011111111110010010011100110100101110100 0 0
58	8.236	26.055	( 0 )	1111100100110100010011111000011000000100010101001100101110011111010010000100001011111011001110010011100101111101011001000001000001010011111111110010010011100110100101110100 1 0
57	9.412	27.232	( 0 )	1111100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001010011111111110010010011100110100101110100 1 1
56	9.412	27.232	( 0 )	1111100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001010011111111110010010011100110100101110100 0 0
61	9.412	28.408	( 0 )	1111100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001110011111111110010010011100110100101110100 0 1
68	10.589	28.408	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001110011111111110010010011100110100101110100 1 0
67	10.589	28.408	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001110011111111110010010011100110100101110100 0 0
60	10.589	28.408	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001110011111111110010010011100110100101110100 0 0
59	10.589	28.408	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001110011111111110010010011100110100101110100 0 0
65	10.589	28.408	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001110011111111110010010011100110100101110100 0 0
69	10.589	29.585	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001110011111111110010010011110110100101110100 0 1
72	10.589	30.761	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001110011111111111010010011110110100101110100 0 1
71	10.589	30.761	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001110011111111111010010011110110100101110100 0 0
70	10.589	30.761	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100001011111011011110010011100101111101011001000001000001110011111111111010010011110110100101110100 0 0
73	12.970	30.761	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100000011110011011110010011100101111101011001000001000001110011111111111010010011110110100101110100 2 0
74	12.970	30.761	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100000011110011011110010011100101111101011001000001000001110011111111111010010011110110100101110100 0 0
76	12.970	34.377	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100000011110011011110010010100101111101011101000001000001110011111111111010010011110110100101010100 0 3
75	12.970	34.377	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100000011110011011110010010100101111101011101000001000001110011111111111010010011110110100101010100 0 0
80	12.970	36.759	( 0 )	1110100000110100010011111000011000000100010101001100101110011111010010000100000011110011011110010010100101001101011101000001000001110011111111111010010011110110100101010100 0 2
