#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-4839990335484660382
#*** LG = 1 likelihood = -2141.4042
#marker_number	male_position	female_position	( 0.0 )[	phased data]
6	0.000	0.000	( 0 )	0101100111110110011111110110011101110000101000010111111011001100001111010111000010010000001001111110101001110000111000011001001111100001000110111011000000010000010010111101 0 0
4	0.000	0.000	( 0 )	0101100111110110011111110110011101110000101000010111111011001100001111010111000010010000001001111110101001110000111000011001001111100001000110111011000000010000010010111101 0 0
5	0.000	0.000	( 0 )	0101100111110110011111110110011101110000101000010111111011001100001111010111000010010000001001111110101001110000111000011001001111100001000110111011000000010000010010111101 0 0
3	0.000	1.177	( 0 )	0101100111110110011111110110011101110000101000010111111011001100001111010111000010010000001001111110101001110000111000011001001111100001000110111010000000010000010010111101 0 1
2	1.177	3.558	( 0 )	0001100111110110011111110110011101110000101000010111111011001100001111010111000010010000001001111110101000110000111000001001001111100001000110111010000000010000010010111101 1 2
7	1.177	3.558	( 0 )	0001100111110110011111110110011101110000101000010111111011001100001111010111000010010000001001111110101000110000111000001001001111100001000110111010000000010000010010111101 0 0
9	1.177	4.734	( 0 )	0001100111110110011111110110011101110000101000010111111011001100001111010111000010010000001000111110101000110000111000001001001111100001000110111010000000010000010010111101 0 1
10	1.177	4.734	( 0 )	0001100111110110011111110110011101110000101000010111111011001100001111010111000010010000001000111110101000110000111000001001001111100001000110111010000000010000010010111101 0 0
1	1.177	4.734	( 0 )	0001100111110110011111110110011101110000101000010111111011001100001111010111000010010000001000111110101000110000111000001001001111100001000110111010000000010000010010111101 0 0
8	1.177	4.734	( 0 )	0001100111110110011111110110011101110000101000010111111011001100001111010111000010010000001000111110101000110000111000001001001111100001000110111010000000010000010010111101 0 0
12	1.177	4.734	( 0 )	0001100111110110011111110110011101110000101000010111111011001100001111010111000010010000001000111110101000110000111000001001001111100001000110111010000000010000010010111101 0 0
11	1.177	4.734	( 0 )	0001100111110110011111110110011101110000101000010111111011001100001111010111000010010000001000111110101000110000111000001001001111100001000110111010000000010000010010111101 0 0
15	2.353	5.911	( 0 )	0001110111110110011111110110011101110000101000010111111011001100001111010111000010010000001010111110101000110000111000001001001111100001000110111010000000010000010010111101 1 1
14	2.353	5.911	( 0 )	0001110111110110011111110110011101110000101000010111111011001100001111010111000010010000001010111110101000110000111000001001001111100001000110111010000000010000010010111101 0 0
13	2.353	5.911	( 0 )	0001110111110110011111110110011101110000101000010111111011001100001111010111000010010000001010111110101000110000111000001001001111100001000110111010000000010000010010111101 0 0
18	2.353	7.088	( 0 )	0001110111110110011111110110011101110000101000010111111011001100001111010111000010010000001010111110101000110001111000001001001111100001000110111010000000010000010010111101 0 1
17	2.353	7.088	( 0 )	0001110111110110011111110110011101110000101000010111111011001100001111010111000010010000001010111110101000110001111000001001001111100001000110111010000000010000010010111101 0 0
16	2.353	7.088	( 0 )	0001110111110110011111110110011101110000101000010111111011001100001111010111000010010000001010111110101000110001111000001001001111100001000110111010000000010000010010111101 0 0
19	2.353	7.088	( 0 )	0001110111110110011111110110011101110000101000010111111011001100001111010111000010010000001010111110101000110001111000001001001111100001000110111010000000010000010010111101 0 0
20	3.530	7.088	( 0 )	0001110111110110011111110110011101110000101000010111111011001100101111010111000010010000001010111110101000110001111000001001001111100001000110111010000000010000010010111101 1 0
24	3.530	8.264	( 0 )	0001110111110110011111110110011101110000101000010111111011001100101111010111000010010000001010111110101000110001111000001001001111100001000110111010000100010000010010111101 0 1
21	3.530	8.264	( 0 )	0001110111110110011111110110011101110000101000010111111011001100101111010111000010010000001010111110101000110001111000001001001111100001000110111010000100010000010010111101 0 0
22	3.530	8.264	( 0 )	0001110111110110011111110110011101110000101000010111111011001100101111010111000010010000001010111110101000110001111000001001001111100001000110111010000100010000010010111101 0 0
23	3.530	8.264	( 0 )	0001110111110110011111110110011101110000101000010111111011001100101111010111000010010000001010111110101000110001111000001001001111100001000110111010000100010000010010111101 0 0
29	4.706	9.441	( 0 )	0001110111110110011111110110011101110000101000010111011011001100101111010111000010010000001010111110101000110001111000001001001111100001000110111010000110010000010010111101 1 1
27	4.706	9.441	( 0 )	0001110111110110011111110110011101110000101000010111011011001100101111010111000010010000001010111110101000110001111000001001001111100001000110111010000110010000010010111101 0 0
26	4.706	9.441	( 0 )	0001110111110110011111110110011101110000101000010111011011001100101111010111000010010000001010111110101000110001111000001001001111100001000110111010000110010000010010111101 0 0
32	4.706	10.617	( 0 )	0001110111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001111100001000110111010000110010000010010111101 0 1
33	4.706	10.617	( 0 )	0001110111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001111100001000110111010000110010000010010111101 0 0
28	5.883	10.617	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001111100001000110111010000110010000010010111101 1 0
25	5.883	10.617	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001111100001000110111010000110010000010010111101 0 0
38	5.883	11.794	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001110100001000110111010000110010000010010111101 0 1
40	5.883	11.794	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001110100001000110111010000110010000010010111101 0 0
37	5.883	11.794	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001110100001000110111010000110010000010010111101 0 0
39	5.883	11.794	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001110100001000110111010000110010000010010111101 0 0
36	5.883	11.794	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001110100001000110111010000110010000010010111101 0 0
34	5.883	11.794	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001110100001000110111010000110010000010010111101 0 0
35	5.883	11.794	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001001001110100001000110111010000110010000010010111101 0 0
30	5.883	14.175	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001101001110100001000110111010000110010000010010111001 0 2
41	5.883	14.175	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001101001110100001000110111010000110010000010010111001 0 0
31	5.883	14.175	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001101001110100001000110111010000110010000010010111001 0 0
42	5.883	14.175	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001101001110100001000110111010000110010000010010111001 0 0
43	5.883	15.352	( 0 )	0001100111110110011111110110011101110000101000010111011011001100101111010111000010010000001010101110101000110001111000001101001110100001000110111010000110010000110010111001 0 1
46	7.059	15.352	( 0 )	0001100111110110011111110110011101110000101000010110011011001100101111010111000010010000001010101110101000110001111000001101001110100001000110111010000110010000110010111001 1 0
48	7.059	15.352	( 0 )	0001100111110110011111110110011101110000101000010110011011001100101111010111000010010000001010101110101000110001111000001101001110100001000110111010000110010000110010111001 0 0
44	7.059	15.352	( 0 )	0001100111110110011111110110011101110000101000010110011011001100101111010111000010010000001010101110101000110001111000001101001110100001000110111010000110010000110010111001 0 0
45	7.059	15.352	( 0 )	0001100111110110011111110110011101110000101000010110011011001100101111010111000010010000001010101110101000110001111000001101001110100001000110111010000110010000110010111001 0 0
47	7.059	15.352	( 0 )	0001100111110110011111110110011101110000101000010110011011001100101111010111000010010000001010101110101000110001111000001101001110100001000110111010000110010000110010111001 0 0
49	7.059	22.866	( 0 )	0001100111110110011111110110011101110000101000010110011011001100101111010111000010010000001010101111101000110001111000000101001110100101000010101010000110110000110010111001 0 6
50	7.059	24.042	( 0 )	0001100111110110011111110110011101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110100101000010101010000110110000110010111001 0 1
51	8.236	24.042	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110100101000010101010000110110000110010111001 1 0
54	8.236	24.042	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110100101000010101010000110110000110010111001 0 0
53	8.236	24.042	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110100101000010101010000110110000110010111001 0 0
52	8.236	24.042	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110100101000010101010000110110000110010111001 0 0
57	9.412	24.042	( 0 )	0001110111110110011111110110010101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110100101000010101010000110110000110010111001 1 0
55	9.412	24.042	( 0 )	0001110111110110011111110110010101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110100101000010101010000110110000110010111001 0 0
56	9.412	24.042	( 0 )	0001110111110110011111110110010101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110100101000010101010000110110000110010111001 0 0
58	9.412	25.219	( 0 )	0001110111110110011111110110010101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110000101000010101010000110110000110010111001 0 1
59	9.412	25.219	( 0 )	0001110111110110011111110110010101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110000101000010101010000110110000110010111001 0 0
64	9.412	25.219	( 0 )	0001110111110110011111110110010101110000101000010110011011001100101111010111000010010000001010101111101000110001101000000101001110000101000010101010000110110000110010111001 0 0
63	9.412	26.395	( 0 )	0001110111110110011111110110010101110000101000010110011011001100101111010111000010010000001010001111101000110001101000000101001110000101000010101010000110110000110010111001 0 1
65	9.412	26.395	( 0 )	0001110111110110011111110110010101110000101000010110011011001100101111010111000010010000001010001111101000110001101000000101001110000101000010101010000110110000110010111001 0 0
62	9.412	26.395	( 0 )	0001110111110110011111110110010101110000101000010110011011001100101111010111000010010000001010001111101000110001101000000101001110000101000010101010000110110000110010111001 0 0
61	10.589	27.572	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000001010001111101000110001101000000101001110000101000010101010000110110000110110111001 1 1
60	10.589	27.572	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000001010001111101000110001101000000101001110000101000010101010000110110000110110111001 0 0
66	10.589	31.188	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000001010001111101000110001101000010111101110000101000010101010000110110000110110111001 0 3
67	10.589	34.804	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000000010001111101000110001101000010111101110000101001010101010000110110000110010111001 0 3
71	10.589	35.980	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000000010001111101000110001101000010111101110000101001010101010010110110000110010111001 0 1
69	10.589	37.157	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000000010001111101000110011101000010111101110000101001010101010010110110000110010111001 0 1
70	10.589	37.157	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000000010001111101000110011101000010111101110000101001010101010010110110000110010111001 0 0
68	10.589	37.157	( 0 )	0001100111110110011111110110010101110000101000010110011011001100101111010111000010010000000010001111101000110011101000010111101110000101001010101010010110110000110010111001 0 0
