#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=1254092567886798564
#*** LG = 1 likelihood = -2842.3004
#marker_number	male_position	female_position	( 0.0 )[	phased data]
146	0.000	0.000	( 0 )	1100110011011011100000101111100100011111010111010010101111011111101111111111001000010011111110100100010111001000000100010011101000001001110110000111101100101010000110100011 0 0
165	0.000	2.381	( 0 )	1100110011011011100000101111100100011111010111010010101111011111101111111111001000010011111110100100010111001000000100010011101100001001110110000111101110101010000110100011 0 2
164	0.000	2.381	( 0 )	1100110011011011100000101111100100011111010111010010101111011111101111111111001000010011111110100100010111001000000100010011101100001001110110000111101110101010000110100011 0 0
163	0.000	2.381	( 0 )	1100110011011011100000101111100100011111010111010010101111011111101111111111001000010011111110100100010111001000000100010011101100001001110110000111101110101010000110100011 0 0
161	0.000	2.381	( 0 )	1100110011011011100000101111100100011111010111010010101111011111101111111111001000010011111110100100010111001000000100010011101100001001110110000111101110101010000110100011 0 0
162	0.000	2.381	( 0 )	1100110011011011100000101111100100011111010111010010101111011111101111111111001000010011111110100100010111001000000100010011101100001001110110000111101110101010000110100011 0 0
167	0.000	8.562	( 0 )	1100110011011011100000101111100100011111010111010010101111011111101111111111001000010011111110000000010111001000000100010010101100001001110110000111101110101000000100100011 0 5
173	0.000	8.562	( 0 )	1100110011011011100000101111100100011111010111010010101111011111101111111111001000010011111110000000010111001000000100010010101100001001110110000111101110101000000100100011 0 0
166	0.000	8.562	( 0 )	1100110011011011100000101111100100011111010111010010101111011111101111111111001000010011111110000000010111001000000100010010101100001001110110000111101110101000000100100011 0 0
172	1.177	8.562	( 0 )	1100110111011011100000101111100100011111010111010010101111011111101111111111001000010011111110000000010111001000000100010010101100001001110110000111101110101000000100100011 1 0
169	1.177	8.562	( 0 )	1100110111011011100000101111100100011111010111010010101111011111101111111111001000010011111110000000010111001000000100010010101100001001110110000111101110101000000100100011 0 0
170	1.177	8.562	( 0 )	1100110111011011100000101111100100011111010111010010101111011111101111111111001000010011111110000000010111001000000100010010101100001001110110000111101110101000000100100011 0 0
174	1.177	8.562	( 0 )	1100110111011011100000101111100100011111010111010010101111011111101111111111001000010011111110000000010111001000000100010010101100001001110110000111101110101000000100100011 0 0
168	1.177	8.562	( 0 )	1100110111011011100000101111100100011111010111010010101111011111101111111111001000010011111110000000010111001000000100010010101100001001110110000111101110101000000100100011 0 0
171	1.177	8.562	( 0 )	1100110111011011100000101111100100011111010111010010101111011111101111111111001000010011111110000000010111001000000100010010101100001001110110000111101110101000000100100011 0 0
143	2.353	10.944	( 0 )	1100110111011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 1 2
140	2.353	10.944	( 0 )	1100110111011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 0 0
149	2.353	10.944	( 0 )	1100110111011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 0 0
150	2.353	10.944	( 0 )	1100110111011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 0 0
148	2.353	10.944	( 0 )	1100110111011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 0 0
141	3.530	10.944	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 1 0
160	3.530	10.944	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 0 0
147	3.530	10.944	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 0 0
154	3.530	10.944	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 0 0
156	3.530	10.944	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 0 0
155	3.530	10.944	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 0 0
144	3.530	10.944	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100011 0 0
157	3.530	12.120	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100111 0 1
159	3.530	12.120	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100111 0 0
145	3.530	12.120	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111110000000010111000000000100010010101100001001110110000111101110101010000100100111 0 0
158	3.530	13.297	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111111000000010111000000000100010010101100001001110110000111101110101010000100100111 0 1
151	3.530	14.473	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111111000000010111000000000100010010101100001101110110000111101110101010000100100111 0 1
152	3.530	14.473	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111111000000010111000000000100010010101100001101110110000111101110101010000100100111 0 0
153	3.530	14.473	( 0 )	1100110011011011100000101111100100011111010111010010101111011111100111111111001000010011111111000000010111000000000100010010101100001101110110000111101110101010000100100111 0 0
142	5.911	15.650	( 0 )	1100110011011011100000101111100100011111010111000010101111011111100111111111001000000011111111000000010111000000000100010010101100001101110110000111101111101010000100100111 2 1
138	7.088	15.650	( 0 )	1100110011011011100000101111100100011111010111000010101111011111100111111111000000000011111111000000010111000000000100010010101100001101110110000111101111101010000100100111 1 0
139	7.088	15.650	( 0 )	1100110011011011100000101111100100011111010111000010101111011111100111111111000000000011111111000000010111000000000100010010101100001101110110000111101111101010000100100111 0 0
134	7.088	16.826	( 0 )	1100110011011011100000101111100100011111010111000010101111011111100111111111000000000011111111001000010111000000000100010010101100001101110110000111101111101010000100100111 0 1
133	7.088	16.826	( 0 )	1100110011011011100000101111100100011111010111000010101111011111100111111111000000000011111111001000010111000000000100010010101100001101110110000111101111101010000100100111 0 0
132	7.088	18.003	( 0 )	1100110011011011100000101111100100011111010111000010101111011111100111111111000000000010111111001000010111000000000100010010101100001101110110000111101111101010000100100111 0 1
136	8.264	18.003	( 0 )	1100110011011011100000101011100100011111010111000010101111011111100111111111000000000010111111001000010111000000000100010010101100001101110110000111101111101010000100100111 1 0
137	9.441	18.003	( 0 )	1100100011011011100000101011100100011111010111000010101111011111100111111111000000000010111111001000010111000000000100010010101100001101110110000111101111101010000100100111 1 0
135	9.441	18.003	( 0 )	1100100011011011100000101011100100011111010111000010101111011111100111111111000000000010111111001000010111000000000100010010101100001101110110000111101111101010000100100111 0 0
129	9.441	22.885	( 0 )	1100100011011011100000101011100100011111010111000010101111011111100111111111000000000010111101001000010111000001000100010010101100001101110100000111101111101010000100000111 0 4
130	9.441	22.885	( 0 )	1100100011011011100000101011100100011111010111000010101111011111100111111111000000000010111101001000010111000001000100010010101100001101110100000111101111101010000100000111 0 0
131	10.617	25.266	( 0 )	1100100011011011100000101011100101011111010111000010101111011111100111111111000000000011111101001000010111000001000100010110101100001101110100000111101111101010000100000111 1 2
127	11.794	27.647	( 0 )	1100110011011011100000101011100101011111010111000010101111011111100111111111000000000011111101001000011111000001000100010110101100101101110100000111101111101010000100000111 1 2
126	11.794	27.647	( 0 )	1100110011011011100000101011100101011111010111000010101111011111100111111111000000000011111101001000011111000001000100010110101100101101110100000111101111101010000100000111 0 0
128	11.794	27.647	( 0 )	1100110011011011100000101011100101011111010111000010101111011111100111111111000000000011111101001000011111000001000100010110101100101101110100000111101111101010000100000111 0 0
115	14.175	31.263	( 0 )	1100110011011011000000101011100101011111010101000010101111011111100111111111000000000011111101001000011111000001000100000110111100101101111100000111101111101010000100000111 2 3
116	14.175	31.263	( 0 )	1100110011011011000000101011100101011111010101000010101111011111100111111111000000000011111101001000011111000001000100000110111100101101111100000111101111101010000100000111 0 0
117	14.175	31.263	( 0 )	1100110011011011000000101011100101011111010101000010101111011111100111111111000000000011111101001000011111000001000100000110111100101101111100000111101111101010000100000111 0 0
124	16.556	31.263	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111111111000000000011111101001000011111000001000100000110111100101101111100000111101111101010000100000111 2 0
122	16.556	32.440	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111111111000000000011111001001000011111000001000100000110111100101101111100000111101111101010000100000111 0 1
118	16.556	32.440	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111111111000000000011111001001000011111000001000100000110111100101101111100000111101111101010000100000111 0 0
119	16.556	32.440	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111111111000000000011111001001000011111000001000100000110111100101101111100000111101111101010000100000111 0 0
121	16.556	32.440	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111111111000000000011111001001000011111000001000100000110111100101101111100000111101111101010000100000111 0 0
123	16.556	32.440	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111111111000000000011111001001000011111000001000100000110111100101101111100000111101111101010000100000111 0 0
120	16.556	32.440	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111111111000000000011111001001000011111000001000100000110111100101101111100000111101111101010000100000111 0 0
125	16.556	32.440	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111111111000000000011111001001000011111000001000100000110111100101101111100000111101111101010000100000111 0 0
113	18.938	32.440	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111101110000000000011111001001000011111000001000100000110111100101101111100000111101111101010000100000111 2 0
114	18.938	32.440	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111101110000000000011111001001000011111000001000100000110111100101101111100000111101111101010000100000111 0 0
112	18.938	32.440	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111101110000000000011111001001000011111000001000100000110111100101101111100000111101111101010000100000111 0 0
111	18.938	34.821	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100111101110000000000011111001001000011111000001000100000110111100101101111100100111101111101010000100000101 0 2
107	20.114	35.998	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100110101110000000000011111001001000011111000001000100000110111101101101111100100111101111101010000100000101 1 1
109	20.114	35.998	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100110101110000000000011111001001000011111000001000100000110111101101101111100100111101111101010000100000101 0 0
110	20.114	35.998	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100110101110000000000011111001001000011111000001000100000110111101101101111100100111101111101010000100000101 0 0
108	20.114	35.998	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100110101110000000000011111001001000011111000001000100000110111101101101111100100111101111101010000100000101 0 0
106	20.114	35.998	( 0 )	1100110011011011000000101011100101001110010101000010101111011111100110101110000000000011111001001000011111000001000100000110111101101101111100100111101111101010000100000101 0 0
103	21.291	39.614	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110101110000000000011111001001000011111000001000100000110111101101101111100100111001111100011000100000101 1 3
105	21.291	39.614	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110101110000000000011111001001000011111000001000100000110111101101101111100100111001111100011000100000101 0 0
104	21.291	39.614	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110101110000000000011111001001000011111000001000100000110111101101101111100100111001111100011000100000101 0 0
102	21.291	40.790	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110101110000000000011111001001000011011000001000100000110111101101101111100100111001111100011000100000101 0 1
101	21.291	41.967	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110101110000000000011111001001000011011000001000100001110111101101101111100100111001111100011000100000101 0 1
98	22.467	43.143	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111100011000100000101 1 1
99	22.467	43.143	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111100011000100000101 0 0
97	22.467	44.320	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000011000100000101 0 1
93	22.467	44.320	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000011000100000101 0 0
92	22.467	44.320	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000011000100000101 0 0
94	22.467	44.320	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000011000100000101 0 0
96	22.467	44.320	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000011000100000101 0 0
100	22.467	44.320	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000011000100000101 0 0
95	22.467	44.320	( 0 )	1100110001011011000000101011100101001110010101000010101111011111100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000011000100000101 0 0
84	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 1 1
88	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 0
86	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 0
90	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 0
80	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 0
82	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 0
81	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 0
87	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 0
91	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 0
85	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 0
83	23.644	45.497	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011111001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 0
89	23.644	46.673	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011101001001010011011000001000100001110111101101101111100100111001111000111000100000101 0 1
77	23.644	51.555	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011101001001010011011000001011100001110111101101101111100110111001111000111010100000101 0 4
76	23.644	51.555	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011101001001010011011000001011100001110111101101101111100110111001111000111010100000101 0 0
79	23.644	51.555	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011101001001010011011000001011100001110111101101101111100110111001111000111010100000101 0 0
78	23.644	51.555	( 0 )	1100110001011011000000101011100101001110010101000010101111011110100110100110000000000011101001001010011011000001011100001110111101101101111100110111001111000111010100000101 0 0
75	24.820	53.936	( 0 )	1100110001011001000000101011100101001110010101000010101111011110100110100110000000000011101001001010011011000001011100001110111101101101111000110111001111000111110100000101 1 2
73	24.820	53.936	( 0 )	1100110001011001000000101011100101001110010101000010101111011110100110100110000000000011101001001010011011000001011100001110111101101101111000110111001111000111110100000101 0 0
74	24.820	53.936	( 0 )	1100110001011001000000101011100101001110010101000010101111011110100110100110000000000011101001001010011011000001011100001110111101101101111000110111001111000111110100000101 0 0
69	27.202	55.113	( 0 )	1100110001011001000000101011100101001110000101000010101111011110100110000110000000000011101001001010011011000001011100001110111101101100111000110111001111000111110100000101 2 1
70	27.202	55.113	( 0 )	1100110001011001000000101011100101001110000101000010101111011110100110000110000000000011101001001010011011000001011100001110111101101100111000110111001111000111110100000101 0 0
71	27.202	55.113	( 0 )	1100110001011001000000101011100101001110000101000010101111011110100110000110000000000011101001001010011011000001011100001110111101101100111000110111001111000111110100000101 0 0
66	27.202	55.113	( 0 )	1100110001011001000000101011100101001110000101000010101111011110100110000110000000000011101001001010011011000001011100001110111101101100111000110111001111000111110100000101 0 0
67	27.202	55.113	( 0 )	1100110001011001000000101011100101001110000101000010101111011110100110000110000000000011101001001010011011000001011100001110111101101100111000110111001111000111110100000101 0 0
68	27.202	55.113	( 0 )	1100110001011001000000101011100101001110000101000010101111011110100110000110000000000011101001001010011011000001011100001110111101101100111000110111001111000111110100000101 0 0
72	27.202	55.113	( 0 )	1100110001011001000000101011100101001110000101000010101111011110100110000110000000000011101001001010011011000001011100001110111101101100111000110111001111000111110100000101 0 0
